uid,name,id,game
223470,POSTAL 2,12884.0,3109
346900,AdVenture Capitalist,9437.0,9591
208090,Loadout,13160.0,3224
48700,Mount & Blade: Warband,13919.0,2025
1332010,Stray,2038534.0,110248
285800,Braveland,11497.0,8999
1721470,Poppy Playtime,2229995.0,176057
960090,Bloons TD 6,1689239.0,103380
262060,Darkest Dungeon®,12093.0,8965
761890,Albion Online,368328.0,19698
252130,Divide By Sheep,12340.0,15924
211820,Starbound,13080.0,3019
508440,Totally Accurate Battle Simulator,3770.0,21642
42910,Magicka,14030.0,2042
351940,The Descendant,9228.0,24539
323190,Frostpunk,184571.0,23248
57300,Amnesia: The Dark Descent,13847.0,111
395170,DISTRAINT: Deluxe Edition,7526.0,13664
212680,FTL: Faster Than Light,13065.0,3075
286160,Tabletop Simulator,11485.0,8351
311690,Enter the Gungeon,10732.0,11182
1145350,Hades II,2665941.0,228525
613100,Хаус Флиппер,346.0,27744
1260320,Party Animals,2038555.0,137989
457140,Oxygen Not Included,5372.0,19542
620980,Beat Saber,238379.0,83731
24240,PAYDAY™ The Heist,14455.0,1381
871720,Ultimate Custom Night,1039889.0,103629
274190,Broforce,11777.0,5973
1203620,Enshrouded,2704102.0,248643
270880,American Truck Simulator,11837.0,9667
674940,Stick Fight: The Game,185187.0,65832
701160,Kingdom Two Crowns,1048606.0,27436
1832640,Mirror 2: Project X,2223772.0,188213
48000,LIMBO,13928.0,1331
2379780,Balatro,2709869.0,251833
200710,Torchlight II,13316.0,1337
244850,Space Engineers,12510.0,3239
1366540,Dyson Sphere Program,2041160.0,139078
2709570,Supermarket Together,2930480.0,311540
220200,Kerbal Space Program,91157.0,3102
265630,Fistful of Frags,11982.0,8584
219150,Hotline Miami,12958.0,1384
418460,Rising Storm 2: Vietnam,15996.0,18166
312990,The Expendabros,10676.0,9786
552500,Warhammer: Vermintide 2,184767.0,55189
245170,Skullgirls 2nd Encore,12501.0,9425
285900,Gang Beasts,11494.0,11177
232090,Killing Floor 2,12745.0,6748
918570,Century: Age of Ashes,2045826.0,141536
361420,ASTRONEER,8845.0,13205
209080,Guns of Icarus Online,13138.0,3076
335240,Transformice,9935.0,9628
99900,Spiral Knights,13410.0,9265
1289310,Helltaker,1861789.0,133152
219740,Don't Starve,12951.0,3152
96000,The Tiny Bang Story,13440.0,15120
35720,Trine 2: Complete Story,14205.0,6250
880940,Pummel Party,1182280.0,105322
387990,Scrap Mechanic,7793.0,16611
1454400,Cookie Clicker,2083953.0,3241
274170,Hotline Miami 2: Wrong Number,11778.0,2126
232770,POSTAL,12740.0,2000
585690,Minimalism,1059.0,29648
262410,World of Guns: Gun Disassembly,12081.0,7555
368230,Kingdom: Classic,8558.0,13686
3097560,Liar's Bar,2947921.0,317695
233860,Kenshi,12710.0,30225
240720,Getting Over It with Bennett Foddy,187024.0,72373
838350,太吾绘卷 The Scroll Of Taiwu,1041495.0,103616
238320,Outlast,12619.0,1910
282070,This War of Mine,11605.0,7706
265930,Goat Simulator,11972.0,5335
362890,Black Mesa,8799.0,6739
1943950,Escape the Backrooms,2414737.0,197202
238460,BattleBlock Theater®,12616.0,2605
65800,Dungeon Defenders,13771.0,3043
204880,Sins of a Solar Empire®: Rebellion,13237.0,9924
581320,Insurgency: Sandstorm,1582692.0,18088
239030,"Papers, Please",12607.0,2935
629760,MORDHAU,1704173.0,27729
967050,Pacify,1703979.0,114455
305620,The Long Dark,10879.0,8347
427730,Who's Your Daddy?!,6460.0,15746
1274570,DEVOUR,1859634.0,139708
1167630,Teardown,1776837.0,122666
11020,TrackMania Nations Forever,14769.0,15773
881100,Noita,1038910.0,52006
221910,The Stanley Parable,12915.0,3035
242720,GunZ 2: The Second Duel,12557.0,16558
644930,They Are Billions,15959.0,36616
222880,Insurgency,12896.0,7579
201790,Orcs Must Die! 2,13295.0,8372
2670630,Supermarket Simulator,2858738.0,274920
466560,Northgard: Definitive Edition,4990.0,18918
207140,SpeedRunners,13188.0,9527
248570,Toribash,12433.0,1875
107100,Bastion,13384.0,1983
848450,Subnautica: Below Zero,1704132.0,107315
1217060,Gunfire Reborn,2048729.0,134483
437900,Party Jousting,6059.0,33608
407530,ARK: The Survival Of The Fittest,7080.0,24412
774171,Muse Dash,222289.0,86316
319510,Five Nights at Freddy's,10449.0,8499
674020,World War 3,921814.0,102868
544810,KARDS - Карточная игра о Второй мировой войне,1715936.0,75140
50,Half-Life: Opposing Force,15171.0,232
310560,DiRT Rally,10767.0,9928
308040,Back to Bed,10799.0,9418
242920,Banished,12549.0,2002
236110,Dungeon Defenders II,12663.0,3202
383870,Firewatch,7972.0,9730
632470,Disco Elysium - The Final Cut,15899.0,26472
40800,Super Meat Boy,14073.0,885
393380,Squad,7592.0,9495
303390,Dead Bits,10938.0,8429
212070,Star Conflict,13074.0,3210
41070,Serious Sam 3: BFE,14063.0,527
35700,Trine Enchanted Edition,14206.0,6247
210770,Sanctum 2,13106.0,2108
282140,SOMA,11603.0,9727
323580,Jotun: Valhalla Edition,10321.0,14147
2835570,Buckshot Roulette,2889344.0,281275
343710,Холат - перевал Дятлова,9568.0,7965
504230,Celeste,3888.0,26226
265590,The Red Solstice,11984.0,6170
1128810,RISK: Global Domination,1730125.0,121346
823130,Totally Accurate Battlegrounds,993940.0,103222
460950,Katana ZERO,5238.0,20150
433340,Slime Rancher,6251.0,16287
527230,For The King,3085.0,20331
389570,Mitos.is: The Game,7732.0,34786
736590,Operation: Harsh Doorstop,2013268.0,137280
975370,Dwarf Fortress,1712782.0,228456
606150,Moonlighter,482.0,27771
602960,Barotrauma,1683263.0,27344
312530,Duck Game,10695.0,11247
738060,Freddy Fazbear's Pizzeria Simulator,191142.0,76725
234650,Shadowrun Returns,12691.0,3020
744900,Dead Frontier 2,241855.0,87776
436520,Line of Sight,6101.0,27577
206440,To the Moon,13198.0,5025
613010,Secret in Story,21863.0,40870
424280,Iron Snout,6534.0,28733
365450,Hacknet,8674.0,11707
3070070,TCG Card Shop Simulator,2926555.0,309862
977950,A Dance of Fire and Ice,1700707.0,114392
511470,Glass Masquerade,3634.0,25871
289130,ENDLESS™ Legend,11401.0,9278
439190,Stories: The Path of Destinies,6012.0,12815
1557740,ROUNDS,2023804.0,145341
683320,GRIS,1470503.0,22917
2551020,One-armed robber,2735011.0,263205
1536610,OpenTTD,2034901.0,18074
386940,Ultimate Chicken Horse,7822.0,18158
346010,Besiege,9482.0,9047
349700,Romero's Aftermath,9317.0,35770
208140,ENDLESS™ Space - Definitive Edition,13158.0,9634
206500,AirMech,13196.0,1365
274940,Depth,11760.0,11291
412220,DDNet,1999410.0,136770
1476970,IdleOn - The Idle RPG,2037105.0,143440
246620,Plague Inc: Evolved,12481.0,7601
319830,AX:EL - Air XenoDawn,10440.0,17772
322500,SUPERHOT,10358.0,7205
341800,Keep Talking and Nobody Explodes,9649.0,13226
239820,Game Dev Tycoon,12592.0,2599
492720,Tropico 6,50259.0,36649
627690,Idle Champions of the Forgotten Realms,64358.0,43178
569480,Kingdoms and Castles,1564.0,26651
242860,Verdun,12551.0,8036
636480,Ravenfield,15181.0,26481
629730,Blade and Sorcery,1606771.0,111474
706990,BLOCKPOST LEGACY,1601674.0,110077
269210,Hero Siege,11894.0,11708
621060,PC Building Simulator,76523.0,27792
228380,Wreckfest,12792.0,3772
417860,Emily is Away,6718.0,14762
582500,We Were Here,1126.0,27310
519860,DUSK,3330.0,25260
638070,Murderous Pursuits,222469.0,85526
3146520,WEBFISHING,2939343.0,319271
232890,Stronghold Crusader 2,12737.0,10929
102600,Orcs Must Die!,13405.0,2355
312520,Rain World,10696.0,14761
459820,Crush Crush,5275.0,25252
280790,Creativerse,11638.0,17112
704850,Thief Simulator,185041.0,61616
424370,Wolcen: Lords of Mayhem,6531.0,18148
491950,Orwell: Keeping an Eye On You,4392.0,22704
2622000,Astral Party,2748358.0,270039
392110,ENDLESS™ Space 2,7630.0,11550
247080,Crypt of the NecroDancer,12464.0,7886
214420,Gear Up,13039.0,15311
438040,Shakes and Fidget,6053.0,18090
736220,Squad 44,198020.0,81141
24200,DC Universe™ Online,14456.0,576
304670,Aeon Command,10899.0,8374
692850,Bloodstained: Ritual of the Night,1171099.0,10760
1241100,POLYGON,1856643.0,130203
4920,Natural Selection 2,14987.0,1335
979690,The Ascent,2038993.0,133307
232050,Eador. Masters of the Broken World,12746.0,7719
809960,Radical Heights,390915.0,96239
837470,Untitled Goose Game,1579262.0,72813
1089980,The Henry Stickmin Collection,1726715.0,120710
214560,Mark of the Ninja,13035.0,2129
1147560,Skul: The Hero Slayer,1840350.0,127842
237930,Transistor,12631.0,3022
225080,Brothers - A Tale of Two Sons,12849.0,1334
96100,Defy Gravity Extended,13439.0,8678
113200,The Binding of Isaac,13348.0,2132
599140,Graveyard Keeper,685.0,27384
373420,Divinity: Original Sin - Enhanced Edition,8344.0,14177
311860,Data Hacker: Initiation,10724.0,10167
942970,Unheard,1687025.0,109148
41500,Torchlight,14058.0,2480
487220,Freebie,4552.0,32400
527430,"Warhammer 40,000: Inquisitor - Martyr",78606.0,11364
583950,Artifact,1684092.0,54572
753640,Outer Wilds,323909.0,11737
334210,Fortified,9972.0,18009
921630,音灵 INVAXION,1592635.0,109323
215080,WAKFU,13021.0,9280
414700,Outlast 2,6830.0,14390
270150,RUNNING WITH RIFLES,11862.0,11584
292910,Deponia: The Complete Journey,11271.0,17224
1282730,Loop Hero,2011166.0,141533
418240,Shadow Tactics: Blades of the Shogun,6696.0,19085
207230,ArcheBlade™,13183.0,11664
224760,FEZ,12859.0,1991
1178830,Bright Memory: Infinite,1838950.0,113739
510840,Evolvation,3660.0,31834
334230,Town of Salem,9971.0,9658
418070,Turbo Pug,6705.0,34074
1190000,Car Mechanic Simulator 2021,2024304.0,152604
263500,Dragons and Titans,12043.0,10195
337320,Paint the Town Red,9859.0,13192
2231450,Pizza Tower,2651139.0,135818
346330,BrainBread 2,9462.0,35823
41000,Serious Sam HD: The First Encounter,14067.0,13180
666220,CS2D,188321.0,180339
603850,Age of History II,536.0,188228
1016920,Unrailed!,1716570.0,115201
1929610,Demonologist,2628939.0,241332
955050,Bright Memory,1692715.0,113739
446800,Transport Fever,5773.0,18727
250400,How to Survive,12395.0,7420
1211020,Wobbly Life,1863099.0,133344
1296830,暖雪 Warm Snow,2080347.0,167432
447820,Day of Infamy,5743.0,19549
475550,Beholder,4764.0,24905
257510,The Talos Principle,12215.0,7386
444640,Bloons TD Battles,5856.0,33501
843380,Super Animal Royale,1599416.0,109826
568220,Lobotomy Corporation | Monster Management Simulation,1614.0,30002
224540,Ace of Spades: Battle Builder,12864.0,23400
1307550,Craftopia,2056426.0,124448
1129580,Medieval Dynasty,1737939.0,121998
1094520,部落与弯刀 Sands of Salzaar,1777841.0,128004
673950,Farm Together,229194.0,86737
747660,Five Nights at Freddy's: Security Breach,2184834.0,138933
239350,Spelunky,12599.0,3029
673130,AMID EVIL,188319.0,74904
323850,Move or Die,10313.0,17012
204340,Serious Sam II,13250.0,787
823500,BONEWORKS,1712171.0,115789
299460,Woodle Tree Adventures,11069.0,15325
246900,Viscera Cleanup Detail,12471.0,6009
26800,Braid,14410.0,2853
1017180,The Long Drive,1753184.0,122589
1147550,Not For Broadcast,1739842.0,122133
1515210,The Past Within,2047329.0,147340
434650,Lost Castle / 失落城堡,6178.0,23582
226840,Age of Wonders III,12826.0,5652
972660,Издание Spiritfarer®: Farewell,1725055.0,119304
1150690,OMORI,1770883.0,26673
490220,Prismata,263190.0,8215
70000,Dino D-Day,13766.0,8701
274520,Darkwood,11766.0,17032
239200,Amnesia: A Machine for Pigs,12601.0,1882
257420,Serious Sam 4,490213.0,27011
654880,Dream Daddy: A Dad Dating Simulator,60131.0,38045
625960,Stoneshard,93.0,28649
1509960,PICO PARK,2017902.0,33027
2206460,Furry Killer,2627683.0,226143
515690,Warriors of Vilvatikta,3456.0,31628
104900,ORION: Prelude,13395.0,25647
313120,Stranded Deep,10671.0,8751
1435790,Escape Simulator,2223699.0,145439
512900,Streets of Rogue,3576.0,23275
383080,Sakura Clicker,8002.0,34950
774861,Project Winter,1604459.0,111033
1169040,Necesse,1858188.0,130788
361280,Turmoil,8853.0,19438
210970,The Witness,13103.0,5601
516750,My Summer Car,3421.0,21453
715210,The Pillage,742679.0,75219
2400,The Ship: Murder Party,15107.0,5922
860510,Little Nightmares II,2032939.0,121760
423230,Furi,6574.0,17026
356670,Spooky's Jump Scare Mansion,9031.0,35577
31280,Poker Night at the Inventory (2010 Original Version),14370.0,8040
418530,Spelunky 2,2031572.0,75239
992300,嗜血印 Bloody Spell,1692849.0,123689
16900,GROUND BRANCH,1171125.0,84313
304650,SUNLESS SEA,10900.0,8925
448470,Bacteria,5703.0,33386
383980,Rivals of Aether,7968.0,21646
368370,Her Story,8552.0,11346
226700,Infestation: The New Beginning,12831.0,2948
394310,Punch Club,7557.0,15931
505460,Foxhole,3836.0,27091
481510,Night in the Woods,4686.0,10148
302670,Call to Arms,10956.0,17432
736190,Chinese Parents,222817.0,86430
243970,"Invisible, Inc.",12527.0,6044
230290,Universe Sandbox,12771.0,11813
496300,Kingdom: New Lands,4225.0,24881
1291340,Townscaper,2055812.0,135789
450540,"Hot Dogs, Horseshoes & Hand Grenades",5599.0,18984
249050,Dungeon of the ENDLESS™,12423.0,9683
617830,SUPERHOT VR,15849.0,25632
1809540,Nine Sols,2411986.0,194821
400250,Heaven Island - VR MMO,7325.0,34476
1022450,War Selection,1713859.0,116499
1527950,Wartales,2064277.0,152257
326460,ShellShock Live,10239.0,17904
12900,AudioSurf,14693.0,2956
40700,Machinarium,14075.0,2990
290340,Armello,11358.0,11260
668630,Tricolour Lovestory,184746.0,55803
437220,The Culling,6079.0,17252
553640,ICEY,2120.0,25964
578310,BRAIN / OUT,1264.0,27689
234630,Project CARS,12692.0,5319
1012880,60 Seconds! Reatomized,1726676.0,120560
745740,Reflex,222309.0,86345
382490,Relic Hunters Zero: Remix,8014.0,12301
282800,100% Orange Juice,11589.0,11426
383120,Empyrion - Galactic Survival,8000.0,19249
557340,My Friend Pedro,1984.0,25901
690640,Trine 4: The Nightmare Prince,1712122.0,110846
107310,Cthulhu Saves the World,13381.0,8427
1088150,Scribble It!,1726630.0,120649
541570,Sally Face - Episode One,2600.0,26580
1455840,Dorfromantik,2016252.0,134799
670290,Бильярд 3D - Pool,191161.0,76749
1124300,HUMANKIND™,1737480.0,121731
300380,Road Redemption,11041.0,11602
1253920,Rogue Legacy 2,1859623.0,132058
332950,Dark Deception,1601705.0,61859
232010,Euro Truck Simulator,12747.0,6653
410900,Forts,6957.0,34269
283640,Salt and Sanctuary,11559.0,7709
2296990,We Were Here Expeditions: The FriendShip,2742482.0,266676
397950,Clustertruck,7407.0,18484
437920,Tricky Towers,6058.0,21623
1605220,Dune: Spice Wars,2232788.0,185253
48720,Mount & Blade: With Fire & Sword,13918.0,8792
1206560,WorldBox - God Simulator,2223700.0,126489
903950,Last Oasis,1703924.0,114422
858810,Dawn of Man,825948.0,102163
238430,Contagion,12617.0,6404
1106840,Hydroneer,1776995.0,123783
1210320,Potion Craft: Alchemist Simulator,2122961.0,142941
728540,Islands of Nyne: Battle Royale,742012.0,51548
1119730,"Ranch Simulator — строительство, фермерство, охота",1728347.0,121087
246420,Kingdom Rush - Tower Defense,12483.0,6005
544920,Darwin Project,207400.0,27741
751780,Forager,323911.0,25580
226860,Galactic Civilizations III,12825.0,10345
1418630,Dread Hunger,2046724.0,141365
939400,LoveChoice 拣爱,1600633.0,109733
268870,Satellite Reign,11905.0,11577
698670,Scorn,184810.0,19817
953490,CARRION,1724994.0,90055
329110,Gems of War - Puzzle RPG,10144.0,9531
1264670,The Wind Road 紫塞秋风,1861882.0,103314
1128920,EVERSPACE™ 2,1736526.0,121762
214340,Deponia,13041.0,5060
17570,Pirates Vikings & Knights II,14584.0,14916
610080,Realm Grinder,15877.0,36721
962730,Skater XL - The Ultimate Skateboarding Game,1685419.0,113175
1062520,Dinkum,1726434.0,120322
